Unnamed: 0,Model,Price,Rating,Generation,Core,Ram,SSD,Display,Graphics,OS,Warranty,image_url
513,Fujitsu CH‎ 4ZR1L82433 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹59,806",61.0,13th Gen Intel Core i5 1334U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,"13.3 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,Windows 11 OS,2 Year Warranty,https://cdn-icons-png.flaticon.com/512/179/179386.png
514,Asus VivoBook 15 X1500EA-EJ311W Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),"₹28,990",53.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated UHD,Windows 11 OS,1 Year Warranty,https://dlcdnwebimgs.asus.com/gain/0F3A3C65-88A8-46F8-8D38-9C6BB2A98E2D
515,Fujitsu CH‎ 4ZR1L82434 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹69,990",62.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,"13.3 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,Windows 11 OS,2 Year Warranty,https://cdn-icons-png.flaticon.com/512/179/179386.png
516,Asus Vivobook 15 X1502ZA-EJ993WS Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11),"₹39,990",54.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated UHD,Windows 11 OS,1 Year Warranty,https://dlcdnwebimgs.asus.com/gain/0F3A3C65-88A8-46F8-8D38-9C6BB2A98E2D
517,Asus Vivobook 15X OLED M3504YA-LK752WS Laptop (AMD Ryzen 7 7730U/ 16GB/ 1TB SSD/ Win11 Home),"₹62,990",63.0,7th Gen AMD Ryzen 7  7730U,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",Integrated AMD Radeon Graphics,Windows 11 OS,1 Year Warranty,https://dlcdnwebimgs.asus.com/gain/0F3A3C65-88A8-46F8-8D38-9C6BB2A98E2D
518,Asus Vivobook 15 X1504ZA-NJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹50,990",56.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty,https://dlcdnwebimgs.asus.com/gain/0F3A3C65-88A8-46F8-8D38-9C6BB2A98E2D
519,HP Pavilion 15-eg3018TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),"₹72,990",55.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4- RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c08089690.png
520,Acer Nitro V ANV15-51 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 6GB Graph),"₹75,990",56.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR5 SDRAM RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,1 Year Warranty,https://static.acer.com/up/Resource/Acer/Laptops/Nitro_5/Product_Gallery/20230110/Nitro5_AN515-58_black_01.png
521,HP 15s-fq3066TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),"₹28,990",,Intel Celeron N4500,"Dual Core, 2 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1366 x 768 pixels",Intel Integrated UHD,Windows 11 OS,1 Year Warranty,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c08089690.png
522,Asus Vivobook Pro 15 M6500RC-HN741WS Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹72,990",66.0,6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1 Year Warranty,https://dlcdnwebimgs.asus.com/gain/0F3A3C65-88A8-46F8-8D38-9C6BB2A98E2D
523,HP Victus 15-fb1016AX  Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹62,500",63.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1 Year Warranty,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c08475706.png
524,Lenovo Ideapad 3 15ITL06 82H803GUIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹36,890",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics,Windows 11 OS,1 Year Warranty,https://p1-ofp.static.pub/fes/cms/2022/09/30/wt4h71o6lm0vph0c7s6ec17znh44cf39466.png
525,Lenovo IdeaPad Flex 5 82Y00053IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹87,990",55.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB  RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels, Touch Screen",‎Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty,https://p1-ofp.static.pub/fes/cms/2022/09/30/wt4h71o6lm0vph0c7s6ec17znh44cf39466.png
526,Lenovo Yoga 7 82YM0074IN Laptop (AMD Ryzen 7 7735U/ 16GB/ 1TB SSD/ Win11 Home),"₹94,190",75.0,7th Gen AMD Ryzen 7 7735U,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,"14 inches, 2880 x 1800 pixels, Touch Screen",AMD Radeon Graphics,Windows 11 OS,1 Year Warranty,https://p1-ofp.static.pub/fes/cms/2022/09/30/wt4h71o6lm0vph0c7s6ec17znh44cf39466.png
527,Lenovo IdeaPad 3 82H803HRIN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹59,990",55.0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Integrated Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty,https://p1-ofp.static.pub/fes/cms/2022/09/30/wt4h71o6lm0vph0c7s6ec17znh44cf39466.png
528,HP 250 G9 7N179PA Laptop (12th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11),"₹49,990",53.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1366 x 768 pixels",Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c08089690.png
529,Asus Vivobook Pro 15 M6500QC-HN551WS Laptop (AMD Ryzen 5 5600HS/ 16 GB RAM/ 1 TB SSD/ Win 11/ 4 GB Graphics),"₹69,990",59.0,5th Gen AMD Ryzen 5 5600HS,"Hexa Core, 12 Threads",16 GB DDR4 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1 Year Warranty,https://dlcdnwebimgs.asus.com/gain/0F3A3C65-88A8-46F8-8D38-9C6BB2A98E2D
530,Lenovo Thinkpad E15 21E6S07S00 Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11),"₹77,990",59.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty,https://p1-ofp.static.pub/fes/cms/2023/05/18/8t0e4vsh5v8jv0zkx8h8d2mr7r5v2o742041.png
531,Asus Vivobook Pro 15 M6500QC-HN751WS Laptop (AMD Ryzen 7 5800HS/ 16 GB RAM/ 1 TB SSD/ Win 11/ 4 GB Graphics),"₹72,990",60.0,5th Gen AMD Ryzen 7 5800HS,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1 Year Warranty,https://dlcdnwebimgs.asus.com/gain/0F3A3C65-88A8-46F8-8D38-9C6BB2A98E2D
532,Lenovo Ideapad Slim 5 82XF007CIN Laptop (13th Gen Core i5/ 16 GB RAM/ 1 TB SSD/ Win 11),"₹71,990",53.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,1 TB SSD,"16 inches, 1920 x 1200 pixels",Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty,https://p1-ofp.static.pub/fes/cms/2022/09/30/wt4h71o6lm0vph0c7s6ec17znh44cf39466.png
533,HP 255 G9 841W6PA Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ FreeDOS),"₹23,999",,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1366 x 768 pixels",AMD Radeon Graphics,DOS 3.0 OS,1 Year Warranty,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c08089690.png
534,Lenovo IdeaPad Slim 5i 83BG000DIN Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11),"₹62,190",54.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",Intel UHD Graphics,Windows 11 OS,1 Year Warranty,https://p1-ofp.static.pub/fes/cms/2022/09/30/wt4h71o6lm0vph0c7s6ec17znh44cf39466.png
535,Asus Vivobook 16X 2023 K3605ZC-MBN752WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹82,990",69.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,1 TB SSD,"16 inches, 1920 x 1200 pixels",4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1 Year Warranty,https://dlcdnwebimgs.asus.com/gain/0F3A3C65-88A8-46F8-8D38-9C6BB2A98E2D
536,Lenovo IdeaPad Slim 3 82RK00VVIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹37,990",,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB  RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",‎Intel UHD Graphics,Windows 11 OS,1 Year Warranty,https://p1-ofp.static.pub/fes/cms/2022/09/30/wt4h71o6lm0vph0c7s6ec17znh44cf39466.png
537,Gigabyte G5 MF-F2IN313SH Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹71,990",64.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB  RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,2 Year Warranty,https://cdn-icons-png.flaticon.com/512/179/179386.png
538,HP Victus 15-FB1001AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹54,990",66.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1 Year Warranty,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c08475706.png
539,Dell Inspiron 3530 IN3530RW8JY001ORS1 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11 Home),"₹57,890",,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated Integrated Intel® UHD Graphics,Windows 11 OS,1 Year Warranty,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/page/category/laptop/inspiron-15-3530-laptop.png
540,Dell Inspiron 3520 IN3520KTMFJS1ORGR1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹38,990",50.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics,Windows 11 OS,1 Year Warranty,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/page/category/laptop/inspiron-15-3530-laptop.png
541,Acer Aspire 7 A715-76G NH.QMYSI.001 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹51,990",64.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1 Year Warranty,https://static.acer.com/up/Resource/Acer/Laptops/Aspire_5/Product_Gallery/20230110/Aspire5_A515-58M_silver_01.png
542,Lenovo Legion 9i 2023 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),"₹3,99,999",,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",32 GB DDR5 RAM,1 TB SSD,"16 inches, 3200 x 2000 pixels",16 GB NVIDIA GeForce RTX 4090,Windows 11 OS,1 Year Warranty,https://p1-ofp.static.pub/fes/cms/2023/10/17/lmvv83h6w8lf0n6i4b6u4p2ckm6m5g996086.png
543,Asus TUF Gaming F15 90NR0GW1-M00F00 Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),"₹86,990",60.0,12th Gen Intel Core i7 12700H ,20 Threads,16 GB DDR5 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB ‎NVIDIA GeForce RTX 3050,Windows 11  OS,1 Year Warranty,https://dlcdnwebimgs.asus.com/gain/8D0F1F7A-17A0-452B-A76A-E5FD0C5F8C71
544,HP 250 G9 7M659PA Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹34,990",57.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1366 x 768 pixels",Intel Integrated,Windows 11 OS,1 Year Warranty,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c08089690.png
545,Asus Vivobook 16 2023 X1605ZAB-MB322WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹40,739",53.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",Intel Integrated UHD,Windows 11 OS,1 Year Warranty,https://dlcdnwebimgs.asus.com/gain/0F3A3C65-88A8-46F8-8D38-9C6BB2A98E2D
546,Asus Vivobook 16X 2023 K3605ZV-MBN741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹99,990",69.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",NVIDIA Geforce RTX,Windows 11 OS,1 Year Warranty,https://dlcdnwebimgs.asus.com/gain/0F3A3C65-88A8-46F8-8D38-9C6BB2A98E2D
547,Asus Chromebook CX1400FKA-EC0158 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),"₹25,751",,Intel Celeron N4500,"Dual Core, 2 Threads",4 GB LPDDR4X RAM,64 GB SSD,"14 inches, 1920 x 1080 pixels, Touch Screen",Intel Integrated UHD,Chrome OS,1 Year Warranty,https://dlcdnwebimgs.asus.com/gain/0F3A3C65-88A8-46F8-8D38-9C6BB2A98E2D
548,Asus Chromebook CX1400CKA-EK0257 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),"₹14,990",,Intel Celeron N4500,"Dual Core, 2 Threads",4 GB LPDDR4X RAM,64 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Integrated UHD,Chrome OS,1 Year Warranty,https://dlcdnwebimgs.asus.com/gain/0F3A3C65-88A8-46F8-8D38-9C6BB2A98E2D
549,Lenovo IdeaPad 1 15IGL7 82V700BSIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),"₹26,490",,4th Gen Intel Celeron N4020,"Dual Core, 2 Threads",8 GB DDR4 RAM,256 GB SSD,"15.6 inches, 1366 x 768 pixels",Integrated Intel UHD Graphics 600,Windows 11 OS,1 Year Warranty,https://p1-ofp.static.pub/fes/cms/2022/09/30/wt4h71o6lm0vph0c7s6ec17znh44cf39466.png
550,Gigabyte G6 KF Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),"₹1,30,000",68.0,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,Backlit Keyboard,https://cdn-icons-png.flaticon.com/512/179/179386.png
551,HP 15s-eq2132AU Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),"₹46,150",59.0,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon AMD,Windows 11 OS,1 Year Warranty,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c08089690.png
552,Gigabyte G5 KF-E3IN313SH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 8GB Graph),"₹86,990",69.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2 Year Warranty,https://cdn-icons-png.flaticon.com/512/179/179386.png
553,Lenovo IdeaPad Flex 5 82Y0004YIN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹59,190",55.0,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB LPDDR4x RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels, Touch Screen",Intel Integrated UHD Graphics,Windows 11 OS,1 Year Warranty,https://p1-ofp.static.pub/fes/cms/2022/09/30/wt4h71o6lm0vph0c7s6ec17znh44cf39466.png
554,Lenovo ThinkBook 15 G3 ACL 21A4003KUS Laptop (AMD Ryzen 7 5700U/ 16GB/ 512 GB SSD/ Win11 Home),"₹48,990",55.0,5th Gen AMD Ryzen 7  5700U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon AMD,Windows 11 OS,1 Year Warranty,https://p1-ofp.static.pub/fes/cms/2022/09/30/wt4h71o6lm0vph0c7s6ec17znh44cf39466.png
555,Lenovo IdeaPad Slim 5 16IAH8 83BG000PIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹62,190",60.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",Intel UHD Graphics,Windows 11 OS,1 Year Warranty,https://p1-ofp.static.pub/fes/cms/2022/09/30/wt4h71o6lm0vph0c7s6ec17znh44cf39466.png
556,Lenovo IdeaPad Slim 5 82XX007MIN Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),"₹69,190",64.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",AMD Integrated SoC,Windows 11 OS,1 Year Warranty,https://p1-ofp.static.pub/fes/cms/2022/09/30/wt4h71o6lm0vph0c7s6ec17znh44cf39466.png
557,Lenovo IdeaPad Slim 5 14IAH8 83BF000UIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹59,690",56.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel UHD Graphics,Windows 11 OS,1 Year Warranty,https://p1-ofp.static.pub/fes/cms/2022/09/30/wt4h71o6lm0vph0c7s6ec17znh44cf39466.png
558,Acer Predator Helios Neo 16 2023 PHN16-71 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,79,990",73.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",16 GB DDR5 RAM,1 TB SSD,"16 inches, 1920 x 1200 pixels",8 GB NVIDIA GeForce RTX 4070,Windows 11 OS,1 Year Warranty,https://static.acer.com/up/Resource/Acer/Predator_Helios_16/Product_Gallery/20230105/Predator-Helios-16_PH16-71_black_01.png
559,Lenovo IdeaPad Slim 5 82XE0072IN Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),"₹61,190",64.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",AMD Integrated SoC,Windows 11 OS,1 Year Warranty,https://p1-ofp.static.pub/fes/cms/2022/09/30/wt4h71o6lm0vph0c7s6ec17znh44cf39466.png
560,Lenovo IdeaPad Slim 3 82XQ008UIN Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),"₹41,290",54.0,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon 610M Graphics,Windows 11 OS,1 Year Warranty,https://p1-ofp.static.pub/fes/cms/2022/09/30/wt4h71o6lm0vph0c7s6ec17znh44cf39466.png
561,Lenovo IdeaPad Slim 3 82XQ0096IN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),"₹45,990",56.0,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon 610M Graphics,Windows 11 OS,1 Year Warranty,https://p1-ofp.static.pub/fes/cms/2022/09/30/wt4h71o6lm0vph0c7s6ec17znh44cf39466.png
562,Lenovo V15 G3 IAP 82TT004VIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),"₹43,400",52.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated UHD,DOS OS,1 Year Warranty,https://p1-ofp.static.pub/fes/cms/2022/09/30/wt4h71o6lm0vph0c7s6ec17znh44cf39466.png
563,Asus Vivobook 14X OLED 2023 K3405VCB-KM951WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/4 GB Graphics),"₹1,09,990",73.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,1 TB SSD,"14 inches, 2880 x 1800 pixels",4 GB NVIDIA Geforce RTX 3050,Windows 11 OS,1 Year Warranty,https://dlcdnwebimgs.asus.com/gain/0F3A3C65-88A8-46F8-8D38-9C6BB2A98E2D
564,Asus Vivobook 16X K3605ZC-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),"₹67,990",62.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1 Year Warranty,https://dlcdnwebimgs.asus.com/gain/0F3A3C65-88A8-46F8-8D38-9C6BB2A98E2D
565,Asus Vivobook 16X K3605ZC-MBN542WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),"₹67,990",61.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1 Year Warranty,https://dlcdnwebimgs.asus.com/gain/0F3A3C65-88A8-46F8-8D38-9C6BB2A98E2D
566,Asus Vivobook 16X K3605ZU-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6GB Graphics),"₹76,990",64.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",6 GB NVIDIA Geforce RTX 4050,Windows 11 OS,1 Year Warranty,https://dlcdnwebimgs.asus.com/gain/0F3A3C65-88A8-46F8-8D38-9C6BB2A98E2D
567,Asus Vivobook 14X K3405ZF-LY541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),"₹64,990",60.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1 Year Warranty,https://dlcdnwebimgs.asus.com/gain/0F3A3C65-88A8-46F8-8D38-9C6BB2A98E2D
568,MSI Thin GF63 11UC-1291IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹62,990",68.0,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,2 Year Warranty,https://cdn-icons-png.flaticon.com/512/179/179386.png
569,MSI Katana 15 B12UDXK-1004IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹85,990",71.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 3050,Windows 11 OS,2 Year Warranty,https://cdn-icons-png.flaticon.com/512/179/179386.png
570,Asus Vivobook Pro 15 OLED M6500QC-LK541WS Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹68,990",59.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050 GPU,Windows 11 OS,1 Year Warranty,https://dlcdnwebimgs.asus.com/gain/0F3A3C65-88A8-46F8-8D38-9C6BB2A98E2D
